run,dataset,n_classes,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,precision_micro,recall_micro,f1_micro,roc_auc_macro_ovr,roc_auc_micro_ovr,pr_ap_macro
lp-feat_c10_e80_btch370,cifar10,10,0.2446,0.2304,0.2446,0.2108,0.2304,0.2446,0.2108,0.2446,0.2446,0.2446,0.7158,0.7254,0.2209
