run,dataset,n_classes,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,precision_micro,recall_micro,f1_micro,roc_auc_macro_ovr,roc_auc_micro_ovr,pr_ap_macro
lp-feat_c10_model1,cifar10,10,0.2269,0.2143,0.2269,0.2029,0.2143,0.2269,0.2029,0.2269,0.2269,0.2269,0.6747,0.6796,0.1879
