run,dataset,n_classes,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,precision_micro,recall_micro,f1_micro,roc_auc_macro_ovr,roc_auc_micro_ovr,pr_ap_macro
knn-feat_c10_model1,cifar10,10,0.1984,0.1985,0.1984,0.1916,0.1985,0.1984,0.1916,0.1984,0.1984,0.1984,0.6565,0.6603,0.1759
