run,dataset,n_classes,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,precision_micro,recall_micro,f1_micro,roc_auc_macro_ovr,roc_auc_micro_ovr,pr_ap_macro
knn-gap_c10_e80_btch370,cifar10,10,0.2583,0.2498,0.2583,0.2463,0.2498,0.2583,0.2463,0.2583,0.2583,0.2583,0.7288,0.7367,0.2376
