run,dataset,n_classes,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,precision_micro,recall_micro,f1_micro,roc_auc_macro_ovr,roc_auc_micro_ovr,pr_ap_macro
knn-gap_c10_e40,cifar10,10,0.2515,0.2411,0.2515,0.2361,0.2411,0.2515,0.2361,0.2515,0.2515,0.2515,0.7121,0.7219,0.2264
