run,dataset,n_classes,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,precision_micro,recall_micro,f1_micro,roc_auc_macro_ovr,roc_auc_micro_ovr,pr_ap_macro
knn-feat_c10_e40,cifar10,10,0.2107,0.2062,0.2107,0.2022,0.2062,0.2107,0.2022,0.2107,0.2107,0.2107,0.6709,0.6817,0.1931
