run,dataset,n_classes,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,precision_micro,recall_micro,f1_micro,roc_auc_macro_ovr,roc_auc_micro_ovr,pr_ap_macro
lp-feat_c10_e40,cifar10,10,0.2570,0.2469,0.2570,0.2390,0.2469,0.2570,0.2390,0.2570,0.2570,0.2570,0.7148,0.7228,0.2290
